Congratulations, your application has been approved.
Unfortunately, we're not able to approve that request at this time.
Great news, your refund has already been issued.
I'm sorry to say that item is permanently out of stock.
Good news, we found an even better rate for you.
I regret to inform you that we can't extend the deadline this time.
Wonderful, everything is confirmed and ready to go.
I'm afraid the warranty on that item expired last month.
Fantastic, that discount has been applied successfully.
Sadly, that promotion ended over the weekend.
Zero, one, two, three, four, five, six, seven, eight, nine.
Your PIN is seven, three, six, zero.
Your ticket number is 827, dash, 617.
Your ticket number is 523, dash, 748.
Your ticket number is 496, dash, 973.
Your ticket number is 390, dash, 795.
Your ticket number is 951, dash, 345.
Your ticket number is 931, dash, 259.
Your ticket number is 123, dash, 997.
Your ticket number is 312, dash, 193.
Your ticket number is 606, dash, 809.
Your ticket number is 242, dash, 936.
Your ticket number is 773, dash, 517.
Your ticket number is 533, dash, 473.
Your ticket number is 249, dash, 897.
Your ticket number is 630, dash, 245.
Your ticket number is 417, dash, 502.
Your ticket number is 651, dash, 441.
Your ticket number is 370, dash, 978.
Your ticket number is 706, dash, 270.
Your ticket number is 837, dash, 610.
Your ticket number is 785, dash, 231.
Your ticket number is 397, dash, 102.
Your ticket number is 140, dash, 930.
Your ticket number is 135, dash, 805.
Your ticket number is 852, dash, 791.
Your ticket number is 773, dash, 244.
Your ticket number is 121, dash, 659.
Your ticket number is 500, dash, 780.
Your ticket number is 150, dash, 188.
Your ticket number is 411, dash, 782.
Your ticket number is 864, dash, 486.
Your ticket number is 908, dash, 117.
Your ticket number is 427, dash, 188.
Your ticket number is 703, dash, 124.
Your ticket number is 672, dash, 884.
Your ticket number is 446, dash, 386.
Your ticket number is 313, dash, 943.
Your ticket number is 246, dash, 607.
Your ticket number is 998, dash, 217.
Your ticket number is 510, dash, 767.
Your ticket number is 307, dash, 847.
Your ticket number is 158, dash, 760.
Your ticket number is 812, dash, 842.
Your ticket number is 302, dash, 340.
Your ticket number is 427, dash, 530.
Your ticket number is 965, dash, 771.
Your ticket number is 322, dash, 490.
Your ticket number is 712, dash, 829.
Your ticket number is 880, dash, 952.
Your ticket number is 305, dash, 931.
Your ticket number is 113, dash, 191.
Your ticket number is 159, dash, 158.
Your ticket number is 839, dash, 138.
Your ticket number is 703, dash, 153.
Your ticket number is 638, dash, 940.
Your ticket number is 709, dash, 702.
Your ticket number is 340, dash, 167.
Your ticket number is 666, dash, 554.
Your ticket number is 633, dash, 216.
Your ticket number is 844, dash, 103.
Your ticket number is 928, dash, 417.
Your ticket number is 974, dash, 943.
Your ticket number is 644, dash, 145.
Your ticket number is 277, dash, 639.
Your ticket number is 759, dash, 336.
Your ticket number is 443, dash, 815.
Your ticket number is 385, dash, 166.
Your ticket number is 443, dash, 656.
Your ticket number is 714, dash, 874.
Your ticket number is 284, dash, 739.
Your ticket number is 799, dash, 151.
Your ticket number is 736, dash, 857.
Your ticket number is 335, dash, 150.
Your ticket number is 368, dash, 823.
Your ticket number is 325, dash, 748.
Your ticket number is 554, dash, 527.
Your ticket number is 534, dash, 190.
Your ticket number is 348, dash, 888.
Your ticket number is 527, dash, 503.
Your ticket number is 274, dash, 646.
Your ticket number is 758, dash, 125.
Your ticket number is 624, dash, 907.
Your ticket number is 930, dash, 184.
Your ticket number is 243, dash, 240.
Your ticket number is 790, dash, 750.
Your ticket number is 539, dash, 632.
Your ticket number is 168, dash, 457.
Your ticket number is 973, dash, 985.
Your ticket number is 879, dash, 685.
Your ticket number is 410, dash, 898.
Your ticket number is 569, dash, 814.
Your ticket number is 362, dash, 887.
Your ticket number is 568, dash, 967.
Your ticket number is 103, dash, 992.
Your ticket number is 455, dash, 835.
Your ticket number is 325, dash, 175.
Your ticket number is 948, dash, 983.
Your ticket number is 190, dash, 137.
Your ticket number is 457, dash, 797.
Your ticket number is 661, dash, 317.
Your ticket number is 790, dash, 898.
Your ticket number is 859, dash, 350.
Your ticket number is 108, dash, 982.
Your ticket number is 727, dash, 543.
Your ticket number is 609, dash, 307.
Your ticket number is 719, dash, 558.
Your ticket number is 733, dash, 615.
Your ticket number is 397, dash, 242.
Your ticket number is 196, dash, 671.
Your ticket number is 698, dash, 227.
Your ticket number is 864, dash, 415.
Your ticket number is 243, dash, 783.
Your ticket number is 532, dash, 720.
Your ticket number is 338, dash, 585.
Your ticket number is 517, dash, 851.
Your ticket number is 984, dash, 464.
Your ticket number is 763, dash, 129.
Your ticket number is 875, dash, 845.
Your ticket number is 206, dash, 515.
Your ticket number is 931, dash, 597.
Your ticket number is 537, dash, 590.
Your ticket number is 806, dash, 987.
Your ticket number is 200, dash, 621.
Your ticket number is 607, dash, 590.
Your ticket number is 507, dash, 990.
Your ticket number is 228, dash, 773.
Your ticket number is 643, dash, 655.
Your ticket number is 929, dash, 321.
Your ticket number is 518, dash, 341.
Your ticket number is 542, dash, 657.
Your ticket number is 638, dash, 780.
Your ticket number is 782, dash, 466.
Your ticket number is 125, dash, 189.
Your ticket number is 846, dash, 770.
Your ticket number is 506, dash, 894.
Your ticket number is 901, dash, 755.
Your ticket number is 265, dash, 570.
Your ticket number is 511, dash, 276.
Your ticket number is 706, dash, 262.
Your ticket number is 288, dash, 535.
Your ticket number is 542, dash, 545.
Your ticket number is 554, dash, 627.
Your ticket number is 950, dash, 807.
Your ticket number is 627, dash, 111.
Your ticket number is 683, dash, 816.
Your ticket number is 804, dash, 299.
Your ticket number is 558, dash, 759.
Your ticket number is 506, dash, 187.
Your ticket number is 504, dash, 936.
Your ticket number is 432, dash, 273.
Your ticket number is 291, dash, 663.
Your ticket number is 756, dash, 716.
Your ticket number is 792, dash, 831.
Your ticket number is 650, dash, 723.
Your ticket number is 100, dash, 574.
Your ticket number is 398, dash, 694.
Your ticket number is 697, dash, 347.
Your ticket number is 927, dash, 425.
Your ticket number is 679, dash, 648.
Your ticket number is 208, dash, 238.
Your ticket number is 431, dash, 449.
Your ticket number is 737, dash, 588.
Your ticket number is 591, dash, 576.
Your ticket number is 255, dash, 544.
Your ticket number is 430, dash, 717.
Your ticket number is 956, dash, 607.
Your ticket number is 489, dash, 403.
Your ticket number is 125, dash, 662.
Your ticket number is 958, dash, 292.
Your ticket number is 670, dash, 478.
Your ticket number is 859, dash, 644.
Your ticket number is 125, dash, 424.
Your ticket number is 130, dash, 174.
Your ticket number is 827, dash, 397.
Your ticket number is 227, dash, 891.
Your ticket number is 551, dash, 211.
Your ticket number is 899, dash, 496.
Your ticket number is 437, dash, 594.
Your ticket number is 664, dash, 696.
Your ticket number is 292, dash, 685.
Your ticket number is 171, dash, 942.
Your ticket number is 242, dash, 704.
Your ticket number is 983, dash, 460.
Your ticket number is 988, dash, 505.
Your ticket number is 459, dash, 920.
Your ticket number is 195, dash, 647.
Your ticket number is 645, dash, 551.
Your ticket number is 182, dash, 763.
Your ticket number is 216, dash, 961.
